预计离泊时间,航线,船名,航次,收货地,装货港,卸货港,交货地,订舱人代码,订舱人全称,一级代理,SCNO,STUFFLOC,箱属,箱态,20',40',20'H,40'H,45',TEU,20RF,40RF,40RH,20OT,40OT,20FR,40FR,20GP,40GP,40HC,20TK,40TK,20HS,40HS,20HT,40HT,20HC,20RH,40HR,20PL,40PL,45GP,45HC
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,QYGYL123,七运供应链,NBWLB1,R16JPNGB13685,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,SHHZ1906,宁波上海海尊,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPYOK,JPYOK,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPYOK,JPYOK,WANGZJ,宁波泛洋,WANGZJ,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,WANGZJ,宁波泛洋,WANGZJ,,,SNL,F,0,2,0,0,0,4,,,,,,,,,2,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,WDXHXYB1,宁波外代新华箱运部,WDXHXYB1,00204JP17NGBN01,,SNL,F,0,3,0,1,0,8,,,,,,,,,3,1,,,,,,,,,,,,,
2017/1/23 3:00:00,CTI,YMLOLIA,007S,CNNGB,CNNGB,IDSRG,IDSRG,JET55004092,浙江简达,JET55004092,,,SNL,F,10,0,0,9,0,28,,,,,,,,10,,9,,,,,,,,,,,,,
2017/1/23 3:00:00,CTI,YMLOLIA,007S,CNNGB,CNNGB,IDSRG,IDSRG,QYGYL123,七运供应链,NBWLB1,,,SNL,F,3,0,0,1,0,5,,,,,,,,3,,1,,,,,,,,,,,,,
2017/1/23 3:00:00,CTI,YMLOLIA,007S,CNNGB,CNNGB,IDSRG,IDSRG,WYFH123,宁波外运泛海,WYFH123,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,JET55004092,浙江简达,JET55004092,,,SNL,F,2,0,0,2,0,6,,,,,,,,2,,2,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,0,1,0,1,0,4,,,,,,,,,1,1,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,NBCNTR,外运箱运,NBCNTR,00246TW16NGBN03,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKHH,TWKHH,NBZHHD,宁波哲辉,NBWLB1,,,SOC,E,0,0,0,6,0,12,,,6,,,,,,,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,PHYTNB,宁波沛华运通,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,SHCTNB001,宁波上海诚泰,NBWLB1,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKHH,TWKHH,WYHYFGS,宁波外运海运,WYHYFGS,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKHH,TWKHH,ZJBTGJ,浙江邦泰,ZJBTGJ,00026TW17NGBD01,,SNL,F,0,0,0,4,0,8,,,,,,,,,,4,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWTXG,TWTXG,ZJBTGJ,浙江邦泰,ZJBTGJ,00026TW17NGBD01,,SNL,F,0,0,0,3,0,6,,,,,,,,,,3,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNL,PHMNL,JET55004092,浙江简达,JET55004092,R15PHNGB03541,,SNL,F,1,0,0,8,0,17,,,,,,,,1,,8,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNS,PHMNS,JET55004092,浙江简达,JET55004092,R15PHNGB03541,,SNL,F,1,0,0,3,0,7,,,,,,,,1,,3,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNS,PHMNS,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,2,0,0,28,0,58,,,,,,,,2,,28,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNL,PHMNL,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,0,1,0,10,0,22,,,,,,,,,1,10,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNL,PHMNL,QYGYL123,七运供应链,NBWLB1,R16PHNGB13943,,SNL,F,0,0,0,49,0,98,,,49,,,,,,,,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHSFS,PHSFS,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,0,0,0,6,0,12,,,,,,,,,,6,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNL,PHMNL,WYFH123,宁波外运泛海,WYFH123,R15PHNGB03561,,SNL,F,1,1,0,16,0,35,,,,,,,,1,1,16,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNS,PHMNS,WYFH123,宁波外运泛海,WYFH123,R15PHNGB03561,,SNL,F,0,0,0,5,0,10,,,,,,,,,,5,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNS,PHMNS,YAXYNB,宁波亚细亚,NBWLB1,,,SNL,F,2,0,0,9,0,20,,,,,,,,2,,9,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNL,PHMNL,YAXYNB,宁波亚细亚,NBWLB1,,,SNL,F,1,0,0,21,0,43,,,,,,,,1,,21,,,,,,,,,,,,,
2017/1/25 8:00:00,CPF,SNLDFFG,1702S,CNNGB,CNNGB,PHMNS,PHMNS,ZWYMZ1,宁波中外运明州,ZWYMZ1,,,SNL,F,4,0,0,1,0,6,,,,,,,,4,,1,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUSYD,AUSYD,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,2,1,0,3,0,10,,,,,,,,2,1,3,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUMEL,AUMEL,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,3,1,0,3,0,11,,,,,,,,3,1,3,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUBNE,AUBNE,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,2,0,0,1,0,4,,,,,,,,2,,1,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUSYD,AUSYD,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,2,0,0,2,0,6,,,,,,,,2,,2,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUMEL,AUMEL,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,6,0,0,2,0,10,,,,,,,,6,,2,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUBNE,AUBNE,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/26 7:00:00,NEAX,YMLBAGE,059S,CNNGB,CNNGB,AUMEL,AUMEL,WYFH123,宁波外运泛海,WYFH123,R15AUNGB03569,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/28 10:00:00,CAT,YMLBUAN,068S,CNNGB,CNNGB,AUBNE,AUBNE,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,1,0,0,5,0,11,,,,,,,,1,,5,,,,,,,,,,,,,
2017/1/28 10:00:00,CAT,YMLBUAN,068S,CNNGB,CNNGB,AUSYD,AUSYD,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,7,1,0,10,0,29,,,,,,,,7,1,10,,,,,,,,,,,,,
2017/1/28 10:00:00,CAT,YMLBUAN,068S,CNNGB,CNNGB,AUMEL,AUMEL,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,6,3,0,6,0,24,,,,,,,,6,3,6,,,,,,,,,,,,,
2017/1/28 10:00:00,CAT,YMLBUAN,068S,CNNGB,CNNGB,AUSYD,AUSYD,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,3,0,0,5,0,13,,,,,,,,3,,5,,,,,,,,,,,,,
2017/1/28 10:00:00,CAT,YMLBUAN,068S,CNNGB,CNNGB,AUMEL,AUMEL,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,3,0,0,3,0,9,,,,,,,,3,,3,,,,,,,,,,,,,
2017/1/28 10:00:00,CAT,YMLBUAN,068S,CNNGB,CNNGB,AUBNE,AUBNE,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,1,0,0,1,0,3,,,,,,,,1,,1,,,,,,,,,,,,,
2017/1/28 23:00:00,CHS,SITSITJ,1702S,CNNGB,CNNGB,VNHPH,VNHPH,JET55004092,浙江简达,JET55004092,R15VNNGB03563,,SNL,F,3,0,0,5,0,13,,,,,,,,3,,5,,,,,,,,,,,,,
2017/1/28 23:00:00,CHS,SITSITJ,1702S,CNNGB,CNNGB,VNHPH,VNHPH,QYGYL123,七运供应链,NBWLB1,R16VNNGB13761,,SNL,F,6,0,0,1,0,8,,,,,,,,6,,1,,,,,,,,,,,,,
2017/1/28 23:00:00,CHS,SITSITJ,1702S,CNNGB,CNNGB,VNHPH,VNHPH,WYFH123,宁波外运泛海,WYFH123,R15VNNGB03565,,SNL,F,3,0,0,3,0,9,,,,,,,,3,,3,,,,,,,,,,,,,
2017/1/28 4:00:00,ST2,SITHAXI,1705S,CNNGB,CNNGB,TWKHH,TWKHH,ZJBTGJ,浙江邦泰,ZJBTGJ,00026TW17NGBD01,,SNL,F,0,0,0,2,0,4,,,,,,,,,,2,,,,,,,,,,,,,
2017/1/28 6:00:00,EASNSP,EASSIAI,1705E,CNNGB,CNNGB,KRPUS,KRPUS,GXCW123,宁波港兴,GXCW123,,,SNL,F,0,0,0,2,0,4,,,,,,,,,,2,,,,,,,,,,,,,
2017/1/28 9:00:00,SITC NA1,SITSIKI,1703N,CNNGB,CNNGB,JPOSA,JPOSA,SHHZ1906,宁波上海海尊,NBWLB1,R16JPNGB13123,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,R16JPNGB13687,,SNL,F,0,4,0,0,0,8,,,,,,,,,4,,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00176JP16NGBD02,,SNL,F,0,4,0,2,0,12,,,,,,,,,4,2,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00118JP16HQLD10,,SNL,F,1,3,0,0,0,7,,,,,,,,1,3,,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,NBHJ888,宁波豪捷,NBWLB1,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD03,,SNL,F,3,0,0,3,0,9,,,,,,,,3,,3,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPYOK,JPYOK,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD03,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,QYGYL123,七运供应链,NBWLB1,R16JPNGB13686,,SNL,F,0,0,0,2,0,4,,,,,,,,,,2,,,,,,,,,,,,,
2017/1/29 2:00:00,PAN NKT1,PANXIOU,101E,CNNGB,CNNGB,JPTYO,JPTYO,WANGZJ,宁波泛洋,WANGZJ,,,SNL,F,2,15,0,0,0,32,,,,,,,,2,15,,,,,,,,,,,,,,
2017/1/29 20:00:00,SITC NJ1,SITSIXI,1701N,CNNGB,CNNGB,JPNGO,JPNGO,JET55004092,浙江简达,JET55004092,,,SNL,F,0,2,0,0,0,4,,,,,,,,,2,,,,,,,,,,,,,,
2017/1/29 20:00:00,SITC NJ1,SITSIXI,1701N,CNNGB,CNNGB,JPNGO,JPNGO,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD03,,SNL,F,2,1,0,0,0,4,,,,,,,,2,1,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,GXCW123,宁波港兴,GXCW123,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWTXG,TWTXG,JET55004092,浙江简达,JET55004092,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,JET55004092,浙江简达,JET55004092,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKEL,TWKEL,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWTXG,TWTXG,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWTXG,TWTXG,NBFANZHOU,宁波泛洲,NBFANZHOU,R16TWNGB13722,,SNL,F,5,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,NBHGWL,宁波外运海港,NBHGWL,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,NBMHWL,宁波美航物流,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,NBZHHD,宁波哲辉,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKEL,TWKEL,NPSEL1218,宁波东南物流,NPSEL1218,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWTXG,TWTXG,QYGYL123,七运供应链,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKEL,TWKEL,XINGGANG,宁波兴港,XINGGANG,,,SOC,F,1,0,0,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKEL,TWKEL,YTDCZX,宁波甬通订舱中心,YTDCZX,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/3 18:00:00,NT1,SITNGBO,1701S,CNNGB,CNNGB,TWKHH,TWKHH,ZJBTGJ,浙江邦泰,ZJBTGJ,00026TW17NGBD01,,SNL,F,1,0,0,3,0,7,,,,,,,,1,,3,,,,,,,,,,,,,
2017/1/30 3:00:00,CTI,YMLPRRN,009S,CNNGB,CNNGB,IDSRG,IDSRG,JET55004092,浙江简达,JET55004092,,,SNL,F,2,0,0,7,0,16,,,,,,,,2,,7,,,,,,,,,,,,,
2017/1/30 3:00:00,CTI,YMLPRRN,009S,CNNGB,CNNGB,IDSUB,IDSUB,JET55004092,浙江简达,JET55004092,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/30 3:00:00,CTI,YMLPRRN,009S,CNNGB,CNNGB,IDSRG,IDSRG,QYGYL123,七运供应链,NBWLB1,,,SNL,F,0,0,0,3,0,6,,,,,,,,,,3,,,,,,,,,,,,,
2017/1/30 3:00:00,CTI,YMLPRRN,009S,CNNGB,CNNGB,IDSRG,IDSRG,WYFH123,宁波外运泛海,WYFH123,,,SNL,F,0,0,0,4,0,8,,,,,,,,,,4,,,,,,,,,,,,,
2017/1/30 3:00:00,CTI,YMLPRRN,009S,CNNGB,CNNGB,IDSUB,IDSUB,WYFH123,宁波外运泛海,WYFH123,,,SNL,F,0,0,0,2,0,4,,,,,,,,,,2,,,,,,,,,,,,,
2017/1/4 18:00:00,CHS,SITWICE,1702S,CNNGB,CNNGB,VNHPH,VNHPH,JET55004092,浙江简达,JET55004092,R15VNNGB03563,,SNL,F,16,2,0,15,0,50,,,,,,,,16,2,15,,,,,,,,,,,,,
2017/1/4 18:00:00,CHS,SITWICE,1702S,CNNGB,CNNGB,VNHPH,VNHPH,QYGYL123,七运供应链,NBWLB1,R16VNNGB13761,,SNL,F,6,1,0,14,0,36,,,,,,,,6,1,14,,,,,,,,,,,,,
2017/1/4 18:00:00,CHS,SITWICE,1702S,CNNGB,CNNGB,VNHPH,VNHPH,WYFH123,宁波外运泛海,WYFH123,R15VNNGB03565,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNS,PHMNS,JET55004092,浙江简达,JET55004092,R15PHNGB03541,,SNL,F,1,0,0,4,0,9,,,,,,,,1,,4,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNL,PHMNL,JET55004092,浙江简达,JET55004092,R15PHNGB03541,,SNL,F,1,0,0,3,0,7,,,,,,,,1,,3,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNS,PHMNS,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,0,0,0,10,0,20,,,,,,,,,,10,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNL,PHMNL,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,1,0,0,29,0,59,,,,,,,,1,,29,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNL,PHMNL,QYGYL123,七运供应链,NBWLB1,R16PHNGB13943,,SNL,F,0,0,0,3,0,6,,,3,,,,,,,,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNS,PHMNS,WYFH123,宁波外运泛海,WYFH123,R15PHNGB03561,,SNL,F,2,0,0,6,0,14,,,,,,,,2,,6,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNL,PHMNL,WYFH123,宁波外运泛海,WYFH123,R15PHNGB03561,,SNL,F,0,2,0,3,0,10,,,,,,,,,2,3,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNL,PHMNL,YAXYNB,宁波亚细亚,NBWLB1,,,SNL,F,2,0,0,23,0,48,,,,,,,,2,,23,,,,,,,,,,,,,
2017/1/4 8:00:00,CPF,WHLHARG,S061,CNNGB,CNNGB,PHMNS,PHMNS,YAXYNB,宁波亚细亚,NBWLB1,,,SNL,F,1,0,0,7,0,15,,,,,,,,1,,7,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUSYD,AUSYD,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,4,0,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUMEL,AUMEL,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,1,0,0,1,0,3,,,,,,,,1,,1,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUSYD,AUSYD,NBFH123,宁波汎华,NBWLB1,R16AUNGB13747,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUSYD,AUSYD,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,1,1,0,1,0,5,,,,,,,,1,1,1,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUMEL,AUMEL,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,2,0,0,1,0,4,,,,,,,,2,,1,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUBNE,AUBNE,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/5 7:00:00,NEAX,YMLMOST,048S,CNNGB,CNNGB,AUMEL,AUMEL,WYFH123,宁波外运泛海,WYFH123,R15AUNGB03569,,SNL,F,0,0,0,7,0,14,,,,,,,,,,7,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUMEL,AUMEL,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,5,1,0,2,0,11,,,,,,,,5,1,2,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUSYD,AUSYD,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,5,0,0,2,0,9,,,,,,,,5,,2,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUBNE,AUBNE,JET55004092,浙江简达,JET55004092,R15AUNGB03570,,SNL,F,6,0,0,0,0,6,,,,,,,,6,,,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUSYD,AUSYD,NBCNTR,外运箱运,NBCNTR,R16AUNGB13920,,SNL,F,0,2,0,0,0,4,,,,,,,,,2,,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUMEL,AUMEL,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,4,1,0,6,0,18,,,,,,,,4,1,6,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUBNE,AUBNE,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,3,0,0,0,0,3,,,,,,,,3,,,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUSYD,AUSYD,QYGYL123,七运供应链,NBWLB1,R16AUNGB13747,,SNL,F,4,0,0,2,0,8,,,,,,,,4,,2,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUMEL,AUMEL,WYFH123,宁波外运泛海,WYFH123,R15AUNGB03569,,SNL,F,0,2,0,1,0,6,,,,,,,,,2,1,,,,,,,,,,,,,
2017/1/7 10:00:00,CAT,SNLNOPS,1701S,CNNGB,CNNGB,AUSYD,AUSYD,WYFH123,宁波外运泛海,WYFH123,R15AUNGB03569,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/7 16:00:00,SCT,SNLDFFU,1701S,CNNGB,CNNGB,TWKEL,TWKEL,GXCW123,宁波港兴,GXCW123,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/7 16:00:00,SCT,SNLDFFU,1701S,CNNGB,CNNGB,TWTXG,TWTXG,GXCW123,宁波港兴,GXCW123,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/7 16:00:00,SCT,SNLDFFU,1701S,CNNGB,CNNGB,TWKEL,TWKEL,JET55004092,浙江简达,JET55004092,,,SNL,F,10,4,0,5,0,28,,,,,1,,,10,3,5,,,,,,,,,,,,,
